Country,Cancer Type,Year,Total Deaths
Brazil,Breast Cancer,2018,27410
Japan,Colon Cancer,2021,74766
USA,Liver Cancer,2020,10310
Canada,Lung Cancer,2020,139132
Japan,Breast Cancer,2021,113754
Japan,Lung Cancer,2019,81223
Canada,Lung Cancer,2018,17229
Canada,Colon Cancer,2023,34039
China,Breast Cancer,2021,9124
USA,Lung Cancer,2020,125431
France,Breast Cancer,2020,61725
Brazil,Prostate Cancer,2022,49844
Germany,Lung Cancer,2019,77023
Germany,Colon Cancer,2023,113630
USA,Liver Cancer,2022,68182
France,Prostate Cancer,2018,96947
France,Colon Cancer,2018,78089
Japan,Prostate Cancer,2021,74369
Brazil,Liver Cancer,2020,16081
USA,Liver Cancer,2022,131125
China,Liver Cancer,2018,135842
UK,Breast Cancer,2018,115950
UK,Colon Cancer,2020,125157
USA,Colon Cancer,2022,101518
Australia,Prostate Cancer,2018,22496
Canada,Prostate Cancer,2019,43566
Japan,Colon Cancer,2018,126429
Canada,Colon Cancer,2018,141748
China,Liver Cancer,2020,39928
Japan,Prostate Cancer,2020,24052
India,Breast Cancer,2018,110746
Canada,Prostate Cancer,2019,27217
UK,Colon Cancer,2021,64456
Brazil,Prostate Cancer,2019,142539
Australia,Prostate Cancer,2022,133897
India,Lung Cancer,2021,32979
Japan,Prostate Cancer,2023,110957
UK,Prostate Cancer,2023,96139
France,Lung Cancer,2022,57011
Brazil,Breast Cancer,2020,98595
UK,Breast Cancer,2020,87215
Australia,Prostate Cancer,2022,115091
China,Lung Cancer,2019,33608
China,Prostate Cancer,2018,119630
India,Prostate Cancer,2019,144917
Germany,Colon Cancer,2022,18489
France,Liver Cancer,2023,72198
USA,Breast Cancer,2020,137526
India,Colon Cancer,2023,115781
India,Breast Cancer,2018,5243
USA,Colon Cancer,2021,73498
UK,Colon Cancer,2019,128818
Japan,Lung Cancer,2020,8165
Canada,Lung Cancer,2018,118462
USA,Prostate Cancer,2021,95330
Brazil,Prostate Cancer,2019,13503
Canada,Lung Cancer,2021,17628
France,Breast Cancer,2019,134975
Australia,Prostate Cancer,2021,122475
Japan,Lung Cancer,2022,84593
France,Colon Cancer,2019,88862
Brazil,Prostate Cancer,2019,7906
France,Colon Cancer,2018,67766
Japan,Liver Cancer,2018,64460
UK,Prostate Cancer,2021,67251
Australia,Breast Cancer,2022,139622
Germany,Lung Cancer,2018,141964
Australia,Liver Cancer,2022,74165
UK,Liver Cancer,2021,25249
China,Breast Cancer,2023,42474
USA,Liver Cancer,2022,136988
India,Lung Cancer,2019,31903
Germany,Lung Cancer,2018,103416
Japan,Lung Cancer,2021,69240
Brazil,Colon Cancer,2018,48702
France,Lung Cancer,2022,148096
Brazil,Lung Cancer,2018,38691
Japan,Lung Cancer,2022,16336
Japan,Colon Cancer,2021,15376
USA,Prostate Cancer,2018,77587
USA,Prostate Cancer,2018,127969
France,Liver Cancer,2019,116487
USA,Colon Cancer,2022,135249
France,Prostate Cancer,2020,123677
China,Breast Cancer,2020,37523
Germany,Breast Cancer,2023,53307
Japan,Lung Cancer,2018,76198
Brazil,Colon Cancer,2020,72558
France,Colon Cancer,2018,78970
Germany,Breast Cancer,2021,94477
India,Breast Cancer,2020,108135
Australia,Colon Cancer,2020,31347
USA,Liver Cancer,2021,121415
India,Breast Cancer,2021,141269
Japan,Colon Cancer,2018,111819
Japan,Breast Cancer,2018,37391
Germany,Colon Cancer,2019,5613
USA,Prostate Cancer,2018,145589
China,Lung Cancer,2021,54775
France,Prostate Cancer,2021,96617
India,Liver Cancer,2019,57539
Japan,Breast Cancer,2022,94249
Canada,Breast Cancer,2018,124912
Japan,Prostate Cancer,2021,76422
China,Breast Cancer,2018,24371
Canada,Breast Cancer,2019,84629
Japan,Colon Cancer,2019,45588
Australia,Breast Cancer,2023,113704
Brazil,Lung Cancer,2020,81881
India,Colon Cancer,2020,112052
France,Prostate Cancer,2018,72893
UK,Lung Cancer,2020,139330
France,Liver Cancer,2021,62548
Japan,Prostate Cancer,2021,115621
Japan,Prostate Cancer,2019,105774
Japan,Breast Cancer,2023,55950
Japan,Breast Cancer,2018,30231
India,Prostate Cancer,2021,111624
UK,Lung Cancer,2020,84999
UK,Colon Cancer,2018,94069
Australia,Lung Cancer,2023,71559
Japan,Colon Cancer,2020,95532
Japan,Breast Cancer,2020,9324
Australia,Breast Cancer,2023,93135
Canada,Prostate Cancer,2023,81879
China,Colon Cancer,2022,37812
France,Breast Cancer,2020,89864
Germany,Breast Cancer,2020,86675
Australia,Colon Cancer,2020,55059
UK,Lung Cancer,2018,41328
USA,Lung Cancer,2018,57879
USA,Colon Cancer,2018,112099
Japan,Colon Cancer,2021,132555
Brazil,Liver Cancer,2019,84702
Brazil,Breast Cancer,2023,63779
France,Prostate Cancer,2022,115674
China,Liver Cancer,2021,96028
Australia,Liver Cancer,2018,7022
Brazil,Liver Cancer,2021,135527
Australia,Colon Cancer,2020,125882
Brazil,Breast Cancer,2021,86256
UK,Prostate Cancer,2020,128720
Germany,Liver Cancer,2018,24678
France,Colon Cancer,2019,149263
Brazil,Lung Cancer,2018,53042
India,Liver Cancer,2022,123550
France,Prostate Cancer,2021,133127
Japan,Prostate Cancer,2022,122505
Australia,Liver Cancer,2020,146521
China,Prostate Cancer,2018,72409
Brazil,Liver Cancer,2023,93526
Japan,Liver Cancer,2019,50473
Japan,Prostate Cancer,2020,81693
China,Prostate Cancer,2019,44095
China,Colon Cancer,2022,64052
Germany,Breast Cancer,2023,18263
Japan,Breast Cancer,2021,53377
Japan,Lung Cancer,2019,134577
Japan,Lung Cancer,2018,107711
France,Liver Cancer,2019,149041
France,Liver Cancer,2019,146817
Canada,Breast Cancer,2019,130560
USA,Colon Cancer,2018,67864
UK,Breast Cancer,2023,40622
France,Prostate Cancer,2021,25541
India,Breast Cancer,2021,47399
France,Liver Cancer,2023,115239
Japan,Breast Cancer,2020,26084
France,Prostate Cancer,2020,109008
Canada,Lung Cancer,2023,108279
France,Lung Cancer,2022,90247
UK,Colon Cancer,2019,57575
Brazil,Liver Cancer,2019,74124
Germany,Prostate Cancer,2021,12074
Australia,Lung Cancer,2022,26870
Canada,Lung Cancer,2023,15834
India,Colon Cancer,2021,7794
France,Breast Cancer,2023,22734
Canada,Liver Cancer,2021,8252
Japan,Prostate Cancer,2019,54937
UK,Lung Cancer,2018,42686
UK,Breast Cancer,2021,71542
France,Lung Cancer,2020,149007
UK,Breast Cancer,2023,53387
Australia,Colon Cancer,2023,56502
UK,Lung Cancer,2021,17139
Canada,Lung Cancer,2023,130569
USA,Colon Cancer,2021,26187
Australia,Liver Cancer,2021,98583
China,Prostate Cancer,2023,38097
India,Colon Cancer,2022,11265
India,Liver Cancer,2022,89633
Canada,Lung Cancer,2023,141429
Japan,Prostate Cancer,2019,35168
Brazil,Lung Cancer,2021,57554
UK,Breast Cancer,2019,130789
France,Breast Cancer,2019,6780
Brazil,Breast Cancer,2020,29794
Canada,Colon Cancer,2019,103531
USA,Liver Cancer,2023,74638
Brazil,Colon Cancer,2019,114436
India,Prostate Cancer,2018,89452
Brazil,Colon Cancer,2019,29977
Brazil,Liver Cancer,2018,119655
France,Lung Cancer,2021,107920
Germany,Colon Cancer,2023,81891
USA,Liver Cancer,2020,97550
France,Lung Cancer,2019,84293
Canada,Colon Cancer,2020,132933
Brazil,Liver Cancer,2019,98806
Japan,Breast Cancer,2022,148334
